timestamp,model,prefix_cache,prompt_kind,batch_size,prompt_words,repeated_prefix_tokens,max_tokens,repeat,warmup,repeats,prefill_probe_tokens,latency_sec,status,error,gpu_memory_total_bytes,model_memory_before_load_bytes,model_memory_after_load_bytes,model_memory_delta_load_bytes,gpu_memory_start_used_bytes,gpu_memory_peak_used_bytes,gpu_memory_end_used_bytes,gpu_memory_peak_delta_bytes,peak_memory_bytes,generated_tokens,ttft_sec,decode_loop_sec,decode_tokens,decode_tokens_per_sec,tpot_sec,tokens_per_sec,requests_per_sec,prefill_probe_latency_sec,prefill_probe_generated_tokens,prefill_probe_ttft_sec,prefill_probe_decode_loop_sec,prefill_probe_decode_tokens,prefill_probe_decode_tokens_per_sec,prefill_probe_tpot_sec,prefill_probe_tokens_per_sec,prefill_probe_requests_per_sec,prefill_probe_gpu_memory_total_bytes,prefill_probe_gpu_memory_start_used_bytes,prefill_probe_gpu_memory_peak_used_bytes,prefill_probe_gpu_memory_end_used_bytes,prefill_probe_gpu_memory_peak_delta_bytes
1778101158,soumil1/simamba-midpoint-10m-slimpajama-500m,off,normal,1,128,,32,0,1,5,1,0.6987781159696169,ok,,17179869184,1048576,4618977280,4617928704,4618977280,4618977280,4618977280,0,4618977280,32,0.04700016975402832,0.650096821016632,31,47.68520472307755,0.020970865194084903,45.79422175463687,1.4310694298324023,0.02572846703696996,1,0.024219751358032227,0.0,0,0.0,0.0,38.86745364825163,38.86745364825163,17179869184,4618977280,4618977280,4618977280,0
1778101159,soumil1/simamba-midpoint-10m-slimpajama-500m,off,normal,1,128,,32,1,1,5,1,0.7024745469680056,ok,,17179869184,1048576,4618977280,4617928704,4618977280,4618977280,4618977280,0,4618977280,32,0.04630589485168457,0.6546884590061381,31,47.3507659613553,0.021118982548585102,45.55325191228238,1.4235391222588243,0.027779205003753304,1,0.02609848976135254,0.0,0,0.0,0.0,35.998150410167895,35.998150410167895,17179869184,4618977280,4618977280,4618977280,0
1778101160,soumil1/simamba-midpoint-10m-slimpajama-500m,off,normal,1,128,,32,2,1,5,1,0.6994220159831457,ok,,17179869184,1048576,4618977280,4617928704,4618977280,4618977280,4618977280,0,4618977280,32,0.05067586898803711,0.647403238050174,31,47.883603568874165,0.020883975420973352,45.75206280148196,1.4297519625463113,0.027843985008075833,1,0.02646160125732422,0.0,0,0.0,0.0,35.91439945503351,35.91439945503351,17179869184,4618977280,4618977280,4618977280,0
1778101161,soumil1/simamba-midpoint-10m-slimpajama-500m,off,normal,1,128,,32,3,1,5,1,0.7029893660219386,ok,,17179869184,1048576,4618977280,4617928704,4618977280,4618977280,4618977280,0,4618977280,32,0.047673702239990234,0.6539358529844321,31,47.405261324214315,0.02109470493498168,45.51989197373059,1.4224966241790808,0.02743168198503554,1,0.02591991424560547,0.0,0,0.0,0.0,36.454199219191786,36.454199219191786,17179869184,4618977280,4618977280,4618977280,0
1778101161,soumil1/simamba-midpoint-10m-slimpajama-500m,off,normal,1,128,,32,4,1,5,1,0.6922414809814654,ok,,17179869184,1048576,4618977280,4617928704,4618977280,4618977280,4618977280,0,4618977280,32,0.04727625846862793,0.6438369959942065,31,48.148833001014665,0.020768935354651824,46.22664327285061,1.4445826022765815,0.030157743953168392,1,0.028778791427612305,0.0,0,0.0,0.0,33.15897905204343,33.15897905204343,17179869184,4618977280,4618977280,4618977280,0
1778101163,soumil1/simamba-midpoint-10m-slimpajama-500m,off,repeated_prefix,1,,512,32,0,1,5,1,0.678874121978879,ok,,17179869184,1048576,4618977280,4617928704,4621074432,4621074432,4621074432,0,4621074432,32,0.04486584663391113,0.6338893059873953,31,48.904437584275044,0.020448042128625655,47.13686818216291,1.4730271306925908,0.025135500996839255,1,0.024559736251831055,0.0,0,0.0,0.0,39.78436714373619,39.78436714373619,17179869184,4621074432,4621074432,4621074432,0
1778101164,soumil1/simamba-midpoint-10m-slimpajama-500m,off,repeated_prefix,1,,512,32,1,1,5,1,0.6811169220018201,ok,,17179869184,1048576,4618977280,4617928704,4621074432,4621074432,4621074432,0,4621074432,32,0.04836320877075195,0.6320752309984528,31,49.0447947960737,0.02038952358059525,46.981654641542576,1.4681767075482055,0.02776192600140348,1,0.027133941650390625,0.0,0,0.0,0.0,36.02055563253954,36.02055563253954,17179869184,4621074432,4621074432,4621074432,0
1778101165,soumil1/simamba-midpoint-10m-slimpajama-500m,off,repeated_prefix,1,,512,32,2,1,5,1,0.7029047789983451,ok,,17179869184,1048576,4618977280,4617928704,4621074432,4621074432,4621074432,0,4621074432,32,0.04612922668457031,0.6561587210162543,31,47.244666583090456,0.02116641035536304,45.525369802721656,1.4226678063350517,0.02745203603990376,1,0.026878833770751953,0.0,0,0.0,0.0,36.42717059479373,36.42717059479373,17179869184,4621074432,4621074432,4621074432,0
1778101165,soumil1/simamba-midpoint-10m-slimpajama-500m,off,repeated_prefix,1,,512,32,3,1,5,1,0.6939221460488625,ok,,17179869184,1048576,4618977280,4617928704,4621074432,4621074432,4621074432,0,4621074432,32,0.04581141471862793,0.6477370790089481,31,47.858924561537656,0.020894744484159615,46.11468330014463,1.4410838531295196,0.026882592006586492,1,0.026276111602783203,0.0,0,0.0,0.0,37.19879391670976,37.19879391670976,17179869184,4621074432,4621074432,4621074432,0
1778101166,soumil1/simamba-midpoint-10m-slimpajama-500m,off,repeated_prefix,1,,512,32,4,1,5,1,0.6892360139754601,ok,,17179869184,1048576,4618977280,4617928704,4621074432,4621074432,4621074432,0,4621074432,32,0.047483205795288086,0.6411496039945632,31,48.3506498434379,0.0206822452901472,46.42821813013872,1.450881816566835,0.02612362999934703,1,0.02550482749938965,0.0,0,0.0,0.0,38.27951934800008,38.27951934800008,17179869184,4621074432,4621074432,4621074432,0
